<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ACG,20250108,40.507,41.1936,40.507,41.1936,1700
ACG,20250107,40.2577,40.6991,40.0126,40.507,2800
ACG,20250106,41.684,41.684,40.2128,40.2128,9500
ACG,20250103,40.8952,41.0423,40.6991,40.7522,10400
ACG,20250102,40.8994,41.8802,40.8994,41.1936,10900
ACG,20241231,41.1894,41.3855,40.9933,40.9974,10900
ACG,20241230,41.2875,41.6798,40.9933,40.9974,2500
ACG,20241227,41.3898,42.1254,41.1936,41.3898,2200
ACG,20241226,41.4878,41.4878,41.0465,41.4388,1200
ACG,20241225,40.9933,42.072,40.9933,41.4878,16000
ACG,20241224,41.3898,41.3898,40.8503,40.9484,6800
ACG,20241223,42.1744,42.1744,41.1936,41.3898,14000
ACG,20241220,41.3898,41.3898,40.9484,41.2917,4500
ACG,20241219,41.6798,41.6798,40.6991,41.4878,15400
ACG,20241218,41.1894,41.974,41.1894,41.8311,23400
ACG,20241217,40.0657,42.1744,40.0166,41.1936,48800
ACG,20241216,40.6991,40.6991,39.8164,40.0166,18300
ACG,20241213,40.5561,41.1936,40.507,40.7032,7300
ACG,20241212,41.3407,41.3407,40.2618,40.5561,19100
ACG,20241211,40.5561,40.9974,39.7224,40.9484,20100
ACG,20241210,39.9145,41.1894,39.7184,40.507,38500
ACG,20241209,39.9186,39.9676,39.8695,39.9186,10700
ACG,20241206,40.0166,40.0166,39.8205,39.9676,8300
ACG,20241205,39.6693,40.0126,39.6693,40.0166,1600
ACG,20241204,39.7224,39.8205,39.6243,39.6734,8000
ACG,20241203,39.7184,40.0616,39.6203,39.6243,4100
ACG,20241202,40.2128,40.2128,39.6243,39.7224,8500
ACG,20241129,40.2087,40.3068,39.4732,39.7714,7300
ACG,20241128,39.7224,40.2128,39.5753,40.2128,6700
ACG,20241127,40.507,40.507,40.2128,40.2128,11800
ACG,20241126,39.228,39.7184,39.228,39.281,7400
ACG,20241125,39.232,39.232,39.0849,39.232,26900
ACG,20241122,39.5262,39.5262,38.9868,38.9868,32800
ACG,20241121,39.5262,39.7224,39.232,39.7224,6500
ACG,20241120,39.6243,39.8205,39.5262,39.8205,9000
ACG,20241119,39.6203,40.5029,39.5712,39.6243,23700
ACG,20241118,39.8205,39.8205,39.6243,39.6734,7400
ACG,20241115,39.9145,40.1597,39.6203,39.6243,6500
ACG,20241114,39.6203,40.9442,39.3751,39.6243,6900
ACG,20241113,39.4241,41.1404,39.4241,39.6243,4800
ACG,20241112,39.7184,40.1106,39.5712,40.1147,4600
ACG,20241111,40.5561,40.5561,39.7224,40.1638,6600
ACG,20241108,39.6243,40.7032,39.6243,40.5561,2500
ACG,20241107,40.2618,40.6542,39.8205,40.6542,13900
ACG,20241106,40.2128,40.2128,37.4175,40.2128,3500
ACG,20241105,39.923,40.2116,39.923,40.2144,600
ACG,20241104,40.2597,40.2597,40.2116,40.2144,3100
ACG,20241101,39.923,40.3078,39.923,40.2144,7000
ACG,20241031,40.0192,40.0673,39.923,40.022,3400
ACG,20241030,40.2116,40.2116,39.5863,39.9739,3600
ACG,20241029,40.1154,40.1154,39.442,39.5409,5600
ACG,20241028,39.1534,40.2597,39.1534,40.1182,9900
ACG,20241025,39.1534,39.2496,39.0572,39.1561,4600
ACG,20241024,39.3458,39.3458,39.1534,39.1561,3800
ACG,20241023,39.3939,39.3939,39.2496,39.2523,2900
ACG,20241022,39.5863,39.923,39.3939,39.3966,5800
ACG,20241021,40.0192,40.0192,39.442,39.9739,18700
ACG,20241018,40.1154,40.1154,40.0192,40.022,800
ACG,20241017,39.9711,41.5103,39.442,39.9739,12800
ACG,20241016,40.2116,40.2116,39.9711,39.9739,2100
ACG,20241015,40.404,40.404,40.3078,40.3106,600
ACG,20241014,40.2597,40.404,40.2597,40.4068,10800
ACG,20241011,40.0673,40.404,39.5863,40.3106,9500
ACG,20241010,40.3078,40.3078,39.442,40.3106,5500
ACG,20241009,40.404,41.3179,39.7306,40.3587,8300
ACG,20241008,40.5964,40.5964,40.3559,40.4068,4600
ACG,20241007,40.3078,42.4723,39.6344,40.4068,8700
ACG,20241004,40.3559,40.3559,39.9711,40.3106,7300
ACG,20241003,39.9711,39.9711,39.442,39.9258,7900
ACG,20241002,39.923,40.6445,39.923,39.9739,4300
ACG,20241001,40.404,40.7407,39.923,40.3587,7600
ACG,20240930,39.8268,40.3559,39.8268,40.3587,5700
ACG,20240927,39.5382,40.404,39.5382,39.8296,7400
ACG,20240926,40.404,40.404,40.3078,40.3587,10000
ACG,20240925,40.885,41.1736,40.404,40.4068,22100
ACG,20240924,40.4521,40.885,39.923,40.8878,2000
ACG,20240923,39.923,40.6926,39.923,40.4549,10100
ACG,20240920,40.3559,40.885,39.9711,40.8397,21100
ACG,20240919,40.7407,40.7407,40.2116,40.3587,24500
ACG,20240918,39.923,40.404,39.923,40.3587,6200
ACG,20240917,40.404,40.404,39.923,40.3587,2200
ACG,20240916,40.4521,41.1255,39.442,40.503,14300
ACG,20240913,39.442,41.366,39.442,40.4549,7400
ACG,20240912,39.3458,40.404,39.2977,39.4928,13200
ACG,20240911,39.8268,40.404,39.442,39.6853,3900
ACG,20240910,39.6344,39.8268,39.5382,39.8296,7000
ACG,20240909,39.2977,40.2116,39.2977,39.8296,8400
ACG,20240906,40.1154,40.9331,39.7306,40.2144,9200
ACG,20240905,40.3078,41.7027,39.923,40.1182,14800
ACG,20240904,40.6926,40.6926,40.2597,40.2625,14600
ACG,20240830,41.1736,41.1736,40.6926,40.6954,5400
ACG,20240829,41.366,41.366,40.404,40.5511,28800
ACG,20240828,41.1255,41.366,41.1255,41.3689,800
ACG,20240827,41.366,41.4141,41.0774,41.1284,11200
ACG,20240826,42.0875,42.0875,41.1736,41.3689,4800
ACG,20240823,42.1356,42.1356,41.0293,41.7056,17000
ACG,20240822,40.9812,42.1837,40.5002,42.1866,34000
ACG,20240821,41.5584,41.5584,40.885,40.9359,12000
ACG,20240820,41.1255,41.6546,40.5964,41.5613,39600
ACG,20240819,40.404,41.7508,40.404,41.1284,32700
ACG,20240816,39.442,40.3559,39.442,40.3106,13700
ACG,20240815,40.404,40.7888,39.442,40.3587,2600
ACG,20240814,40.404,40.5964,40.404,40.4068,4100
ACG,20240813,40.5964,40.5964,39.4901,40.4068,3900
ACG,20240812,41.1736,41.1736,39.4901,40.6954,18900
ACG,20240809,39.442,40.2597,39.442,39.4928,43000
ACG,20240808,40.5964,40.5964,38.961,39.9739,13400
ACG,20240807,40.404,40.404,39.442,39.9739,17800
ACG,20240806,39.442,40.3078,38.7205,39.4447,16300
ACG,20240805,41.6065,41.6065,39.3458,39.4447,60800
ACG,20240802,40.404,42.2799,40.404,41.6094,13800
ACG,20240801,41.5584,44.1558,41.2698,41.2727,32000
ACG,20240731,42.328,42.328,41.5103,42.3309,51700
ACG,20240730,42.328,42.3761,41.366,42.3309,5900
ACG,20240729,42.4242,42.4242,42.328,42.3309,1600
ACG,20240726,41.9432,42.4242,41.5584,42.379,15700
ACG,20240725,42.2799,43.0495,40.885,42.2828,16900
ACG,20240724,40.404,43.8191,40.404,42.3309,23600
ACG,20240723,43.3862,43.3862,40.885,40.984,41700
ACG,20240722,44.252,44.252,41.366,43.3892,59000
ACG,20240719,44.9735,44.9735,43.771,44.2551,26800
ACG,20240718,44.3482,44.6849,43.6267,43.8702,14400
ACG,20240717,45.5507,45.9355,43.771,43.774,16500
ACG,20240716,45.9355,46.0798,45.0216,45.2171,13000
ACG,20240715,45.2621,46.1279,45.2621,45.9387,14000
ACG,20240712,46.0798,46.1279,45.214,45.2652,26100
ACG,20240711,47.138,47.138,45.214,46.083,36400
ACG,20240710,45.214,46.176,45.1178,46.1311,31500
ACG,20240709,44.8292,46.176,44.8292,46.0349,21200
ACG,20240708,45.8874,46.0798,43.29,45.6982,59400
ACG,20240705,46.7532,47.138,45.4064,46.1792,16800
ACG,20240704,45.695,47.5709,45.695,46.7564,32600
ACG,20240703,45.9836,45.9836,45.695,45.6982,17200
ACG,20240702,45.3583,46.176,45.214,45.8906,31900
ACG,20240701,44.8292,46.0798,44.5406,45.3614,23500
ACG,20240628,46.4165,46.9456,44.8773,44.9285,19100
ACG,20240627,46.176,47.0418,46.176,46.4197,11400
ACG,20240626,44.3001,47.3304,44.252,47.1413,72400
ACG,20240625,44.733,45.4064,44.0115,44.2551,33400
ACG,20240624,46.8013,46.9937,44.733,45.4095,37200
ACG,20240621,46.9414,48.0771,46.6575,46.7562,58500
ACG,20240620,48.5503,49.0235,46.8468,48.0812,32800
ACG,20240619,48.645,48.645,47.0361,48.5545,66300
ACG,20240618,49.0235,49.0235,47.32,48.2705,43100
ACG,20240617,46.8468,49.1182,45.4272,49.0277,137200
ACG,20240614,45.5692,49.0235,45.4272,46.8508,104000
ACG,20240613,47.2254,47.2254,45.4272,46.8508,63000
ACG,20240612,42.0202,44.9067,41.9728,44.9105,232700
ACG,20240611,41.4523,41.9728,41.263,41.9764,32200
ACG,20240610,41.1684,42.588,41.1684,41.9764,18000
ACG,20240607,41.3577,43.0139,41.3577,41.5505,27100
ACG,20240606,41.9728,42.1148,41.263,41.5505,35600
ACG,20240605,41.4523,42.588,41.4523,41.9291,11600
ACG,20240604,41.3104,42.3514,40.7898,41.5505,35600
ACG,20240603,40.6952,41.8309,40.6952,41.2666,22100
ACG,20240531,40.6479,41.263,40.6479,40.746,8600
ACG,20240530,41.2157,41.4523,40.6479,40.6514,16400
ACG,20240529,41.6416,41.7362,41.1684,41.1719,24400
ACG,20240528,40.222,41.1684,40.222,41.1719,63000
ACG,20240527,39.2283,40.5059,38.7078,40.5094,43000
ACG,20240524,39.2283,40.222,39.181,39.1843,35500
ACG,20240523,38.8024,39.6542,38.8024,39.279,37900
ACG,20240522,38.9444,39.2756,38.4238,38.8057,7900
ACG,20240521,38.0453,40.0327,38.0453,38.9477,48600
ACG,20240520,38.0453,38.2346,37.9033,38.0485,39800
ACG,20240517,38.2346,38.3292,38.0453,38.0485,38700
ACG,20240516,38.2346,38.7078,38.1399,38.1432,8500
ACG,20240515,37.7614,38.7078,37.7614,38.1905,12000
ACG,20240514,37.9506,37.9506,37.5248,37.7646,7400
ACG,20240513,37.856,38.3292,37.714,37.9539,7000
ACG,20240510,38.3292,38.3292,37.6667,37.9539,14100
ACG,20240509,37.3828,38.5658,37.2882,38.3325,21800
ACG,20240508,36.815,37.3355,36.4364,37.2914,24200
ACG,20240507,36.815,36.9096,36.1525,36.8181,29800
ACG,20240506,36.815,36.815,35.9632,36.8181,12600
ACG,20240503,36.4364,36.815,36.0105,36.8181,23100
ACG,20240502,36.9096,36.9096,35.9632,36.4395,12300
ACG,20240426,36.531,36.9096,36.4364,36.7235,21700
ACG,20240425,36.3418,36.3891,35.5846,36.2502,11200
ACG,20240424,35.49,36.3891,35.49,36.3449,14900
ACG,20240423,35.632,35.6793,34.5436,34.6885,43100
ACG,20240422,35.8212,36.1525,35.5846,36.1556,14500
ACG,20240419,36.4364,36.4364,35.6793,36.3449,14900
ACG,20240417,36.6257,37.3828,36.4364,37.1021,6700
ACG,20240416,36.9096,37.0042,36.4364,36.5815,14700
ACG,20240415,37.4774,37.9033,36.6257,37.9066,13400
ACG,20240412,37.856,37.9506,37.6667,37.9539,14800
ACG,20240411,37.856,37.856,37.5248,37.8592,9100
ACG,20240410,37.6667,38.0926,37.3828,37.9539,6500
ACG,20240409,37.5721,37.6194,37.3355,37.6226,4100
ACG,20240408,37.6667,37.6667,37.1935,37.6226,14800
ACG,20240405,38.1399,38.1399,37.2408,37.7646,22000
ACG,20240404,38.2346,38.7078,37.5248,37.8592,12700
ACG,20240403,38.3292,38.3292,37.5721,38.2378,23700
ACG,20240402,37.8087,37.856,37.2408,37.8592,4200
ACG,20240401,38.0453,38.3292,37.8087,37.8119,18600
ACG,20240329,38.2346,38.2346,38.0453,38.0485,8500
ACG,20240328,38.3292,38.3292,38.1399,38.2378,15500
ACG,20240327,37.9506,38.1399,37.856,38.1432,10500
ACG,20240326,37.856,38.3292,37.856,38.1432,5000
ACG,20240325,37.9506,38.0926,37.1935,38.0959,21100
ACG,20240322,38.7078,38.7551,38.0453,38.0485,23300
ACG,20240321,38.3292,38.8024,37.856,38.7111,30800
ACG,20240320,38.8024,38.8024,37.856,38.7584,32700
ACG,20240319,38.8024,38.8024,38.4712,38.7584,9500
ACG,20240318,39.5122,39.5122,38.3292,38.8057,28200
ACG,20240315,39.7488,39.7488,38.7551,39.5629,17200
ACG,20240314,40.2693,40.2693,38.8024,39.7522,23700
ACG,20240313,38.3765,40.6479,38.3765,40.2255,28800
ACG,20240312,38.1399,39.039,38.0926,38.995,17400
ACG,20240311,38.8024,39.5595,38.3292,38.7111,22900
ACG,20240308,37.9506,39.1336,37.9506,38.7111,10800
ACG,20240307,37.6667,39.2283,37.6667,38.7111,28700
ACG,20240306,39.5122,39.5122,38.2346,38.2378,20800
ACG,20240305,39.5122,39.5122,38.2346,38.995,23300
ACG,20240304,39.7488,40.1274,38.9917,39.0897,21600
ACG,20240301,39.5122,39.5122,38.3292,39.0897,16900
ACG,20240229,38.897,38.897,38.0453,38.0959,19600
ACG,20240228,37.1935,39.2283,37.1462,38.7584,59900
ACG,20240227,36.2944,37.2408,36.2944,36.6761,25400
ACG,20240226,35.9632,36.6257,35.9632,36.2976,46700
ACG,20240223,36.0578,36.3418,35.9632,35.9663,45100
ACG,20240222,35.9632,36.3891,35.8686,36.0609,46900
ACG,20240221,36.0578,36.673,35.7739,36.4395,31500
ACG,20240220,36.531,36.531,35.9632,36.0609,41500
ACG,20240219,35.632,36.3891,35.632,36.3449,32700
ACG,20240216,35.7739,36.7203,35.7739,35.8716,5400
ACG,20240215,35.49,35.9632,35.49,35.777,11400
ACG,20240207,35.2061,36.4364,35.2061,35.493,8400
ACG,20240206,35.3007,35.49,35.0168,35.0198,34700
ACG,20240205,35.3007,35.3007,34.9222,35.3038,30800
ACG,20240202,35.5846,35.5846,34.8275,35.0198,32600
ACG,20240201,35.0168,36.8623,34.8748,35.493,38500
ACG,20240131,35.0168,35.8686,34.7329,35.0198,17900
ACG,20240130,34.6382,35.0168,34.6382,35.0198,11200
ACG,20240129,34.4016,35.3954,34.4016,35.0198,3400
ACG,20240126,34.8275,34.9695,34.2597,34.9725,12300
ACG,20240125,35.0168,35.0168,34.7329,34.7832,34800
ACG,20240124,34.9695,35.0168,34.8275,34.8778,10200
ACG,20240123,35.0168,35.0168,34.6382,34.9725,8600
ACG,20240122,35.0168,35.0168,35.0168,35.0198,6700
ACG,20240119,35.3954,35.3954,34.9695,35.0198,14200
ACG,20240118,34.9222,35.4427,34.9222,35.0198,12300
ACG,20240117,35.3954,35.3954,35.0168,35.0198,17800
ACG,20240116,35.3954,35.3954,34.5909,35.0198,20400
ACG,20240115,35.1114,35.2534,35.0168,35.0198,4500
ACG,20240112,35.0641,35.3954,35.0168,35.1145,5800
ACG,20240111,35.49,35.49,35.2061,35.3984,7000
ACG,20240110,36.8623,36.8623,35.49,35.493,5500
ACG,20240109,35.6793,35.7266,35.49,35.6823,18100
ACG,20240108,35.7266,35.7266,35.2534,35.5877,29100
ACG,20240105,35.3954,35.4427,35.1114,35.4457,5500
ACG,20240104,35.6793,35.6793,34.0704,35.3984,9200
ACG,20240103,35.8686,35.8686,35.0168,35.6823,13700
ACG,20240102,35.8686,35.8686,35.3954,35.7297,10100
ACG,20231229,35.9632,35.9632,35.49,35.5877,9600
ACG,20231228,36.1052,36.1052,35.49,35.493,3900
ACG,20231227,35.8686,35.8686,35.49,35.493,9200
ACG,20231226,36.0105,36.0105,34.8275,35.8716,26500
ACG,20231225,35.7739,36.0105,35.49,36.0136,1300
ACG,20231222,35.1114,35.7266,35.1114,35.7297,12500
ACG,20231221,35.0641,36.0105,35.0641,35.7297,10700
ACG,20231220,35.8686,35.9632,35.7266,35.7297,1600
ACG,20231219,35.7266,35.7266,35.7266,35.7297,5500
ACG,20231218,35.7266,35.7266,35.1114,35.7297,4100
ACG,20231215,35.8686,35.8686,35.7739,35.777,200
ACG,20231214,35.632,36.7203,34.9222,36.7235,9900
ACG,20231213,35.5373,35.7266,35.2061,35.635,6600
ACG,20231212,35.7266,35.7266,35.5373,35.5404,1200
ACG,20231211,35.5846,35.7266,35.5846,35.6823,7500
ACG,20231208,35.7266,35.7266,35.0168,35.5877,7700
ACG,20231207,36.1525,36.1525,35.1588,35.493,5900
ACG,20231206,35.632,36.1998,35.632,36.1556,3500
ACG,20231205,36.1525,36.1525,35.5846,35.635,5100
ACG,20231204,36.2471,36.2471,35.8686,36.1556,5100
ACG,20231201,36.2471,36.2471,35.5846,35.5877,2500
ACG,20231130,35.3134,35.871,35.3134,35.8729,1000
ACG,20231129,35.4063,37.1255,35.3134,35.3153,8200
ACG,20231128,36.4286,36.5215,35.2205,35.2224,6400
ACG,20231127,35.871,36.2427,35.7781,36.1517,9300
ACG,20231124,36.2427,37.0791,35.7316,35.78,6700
ACG,20231123,35.4993,37.3114,35.4993,36.2446,10300
ACG,20231122,35.3134,35.4993,35.3134,35.5012,5300
ACG,20231121,35.3134,35.4993,35.0346,35.3153,8600
ACG,20231120,34.477,35.3134,34.3841,35.2224,8600
ACG,20231117,35.3134,35.3134,34.477,34.6183,7900
ACG,20231116,35.2205,35.2669,34.9417,35.2688,1000
ACG,20231115,36.0568,36.0568,35.2205,35.2688,5400
ACG,20231114,34.6629,35.0346,34.6629,34.8506,19600
ACG,20231113,35.2205,35.2205,34.6629,34.6648,10200
ACG,20231110,35.4063,35.4063,34.9417,35.3153,19900
ACG,20231109,35.4063,35.4063,34.9417,35.3618,7400
ACG,20231108,34.5235,35.4063,34.477,35.4082,8100
ACG,20231107,35.174,35.3134,34.8488,35.1294,1900
ACG,20231106,35.4528,35.4528,34.5235,35.3153,9300
ACG,20231103,36.1033,36.1033,34.4306,35.4547,7800
ACG,20231102,35.3134,35.7316,34.7558,35.5941,8700
ACG,20231101,34.3841,35.0346,33.3154,34.7577,9600
ACG,20231031,35.5457,35.5457,34.3841,35.1759,3300
ACG,20231030,35.3134,35.3134,35.3134,35.3153,200
ACG,20231027,36.1498,36.1498,34.3841,34.8506,4900
ACG,20231026,36.5215,36.5215,34.57,36.1982,2900
ACG,20231025,35.3134,36.6144,35.3134,36.6164,2200
ACG,20231024,35.9639,37.0791,35.9639,37.0811,1300
ACG,20231023,35.4993,36.0568,34.8488,35.9658,2200
ACG,20231020,35.8245,35.8245,35.3134,35.78,2800
ACG,20231019,36.3356,36.3356,35.5457,35.78,13300
ACG,20231018,37.2649,37.4508,36.475,36.477,7400
ACG,20231017,37.5437,37.5437,37.5437,37.5457,100
ACG,20231016,37.9154,39.4488,37.4508,37.9639,3400
ACG,20231013,38.0548,38.0548,37.4043,37.9175,800
ACG,20231012,38.1013,38.1013,37.4043,38.0569,8800
ACG,20231011,37.6367,38.0548,37.6367,38.0569,1100
ACG,20231010,37.6367,38.7983,37.6367,38.1033,4600
ACG,20231009,38.4266,38.7983,38.4266,38.8004,2900
ACG,20231006,37.869,38.4266,37.776,38.4286,4100
ACG,20231005,37.6367,37.869,37.6367,37.871,2800
ACG,20231004,37.2185,38.1013,37.2185,37.9175,3100
ACG,20231003,37.6367,38.0084,37.6367,38.0104,2800
ACG,20231002,38.0084,38.473,37.9619,38.4751,1300
ACG,20230929,37.6367,38.0548,37.2649,38.0104,6200
ACG,20230928,38.0084,38.1013,38.0084,38.1033,1500
ACG,20230927,37.2649,38.473,37.2649,38.1033,11100
ACG,20230926,37.9154,38.1013,37.6367,37.8245,12400
ACG,20230925,38.473,38.9377,37.869,37.871,17300
ACG,20230922,38.566,39.1235,38.2872,38.9862,15400
ACG,20230921,39.774,39.774,39.0306,39.1256,6100
ACG,20230920,38.7518,39.9599,38.566,39.7762,52500
ACG,20230919,38.6589,38.8447,38.3336,38.661,7000
ACG,20230918,38.7053,38.9377,38.566,38.9398,7600
ACG,20230915,38.8912,39.0306,38.2872,38.7074,11700
ACG,20230914,39.0306,39.1235,38.566,39.0327,87100
ACG,20230913,39.6811,39.9134,38.9841,39.6832,47500
ACG,20230912,39.4953,40.3316,39.4953,39.6832,14900
ACG,20230911,39.9134,40.1458,39.7276,39.9156,18500
ACG,20230908,40.0528,40.4246,39.4953,39.9156,33900
ACG,20230907,40.0528,41.3539,39.867,40.4267,38200
ACG,20230906,41.2609,41.2609,39.9599,39.962,30300
ACG,20230905,41.8185,41.8185,40.0528,41.2167,12700
ACG,20230831,39.867,41.6791,39.4023,41.6813,51500
ACG,20230830,39.6811,40.8427,39.6346,40.752,8700
ACG,20230829,40.3316,40.4246,39.5417,40.1944,7100
ACG,20230828,39.9599,41.2609,39.5417,40.3803,6700
ACG,20230825,40.3316,40.3316,39.5882,40.1944,12100
ACG,20230824,40.3316,40.3316,39.0306,40.3338,15400
ACG,20230823,39.4023,40.3781,38.8447,40.2873,13900
ACG,20230822,39.4953,40.4246,38.8447,40.4267,3500
ACG,20230821,38.7053,40.7963,38.566,40.7985,8400
ACG,20230818,42.2832,43.4912,39.4023,39.962,71900
ACG,20230817,41.3539,41.4932,40.8892,41.2167,22600
ACG,20230816,42.2832,42.2832,40.8892,41.7743,11800
ACG,20230815,41.8185,42.5619,39.774,41.8207,30000
ACG,20230814,42.9337,43.166,42.0044,42.7501,19200
ACG,20230811,41.0751,43.6771,41.0751,42.936,27700
ACG,20230810,43.77,43.77,41.4468,42.2854,34700
ACG,20230809,38.473,41.0286,38.1013,41.0308,50500
ACG,20230808,38.566,39.17,38.1013,38.3822,8500
ACG,20230807,38.566,38.6589,38.566,38.568,22800
ACG,20230804,38.3801,38.8912,37.172,38.568,33300
ACG,20230803,38.566,38.6124,38.473,38.6145,6500
ACG,20230802,39.2629,39.2629,38.1013,39.2186,7100
ACG,20230801,39.3094,39.4023,38.7518,39.3115,14400
ACG,20230731,39.3094,39.867,39.0306,39.3115,15600
ACG,20230728,38.6589,39.867,38.6589,39.3115,37600
ACG,20230727,39.0306,39.0306,38.566,38.9398,4000
ACG,20230726,39.867,39.867,38.8447,38.9398,8400
ACG,20230725,39.4488,39.9599,38.8447,38.8468,6200
ACG,20230724,39.2165,39.2165,38.2407,39.0327,26700
ACG,20230721,39.4953,39.4953,39.0306,39.2186,8000
ACG,20230720,39.0306,39.4953,38.6589,39.4974,11200
ACG,20230719,39.0771,39.6811,38.8447,39.0327,9000
ACG,20230718,38.9377,39.0306,38.566,39.0327,20400
ACG,20230717,36.8368,38.1763,36.8368,37.6763,45300
ACG,20230714,37.1717,37.2554,36.4182,36.8391,30300
ACG,20230713,35.7484,37.2554,35.7484,37.174,15500
ACG,20230712,36.1252,36.1252,35.7066,35.7088,26000
ACG,20230711,35.7066,36.2926,35.581,36.1274,25500
ACG,20230710,36.7531,36.7531,35.1624,35.5832,27400
ACG,20230707,36.0833,36.0833,35.288,35.9181,12300
ACG,20230706,35.1624,36.6694,35.1205,35.1646,25500
ACG,20230705,36.2508,36.2508,35.1205,35.1227,11400
ACG,20230704,37.088,37.088,35.9996,36.0855,7300
ACG,20230703,35.9159,37.2554,35.9159,36.7553,5300
ACG,20230630,36.6694,36.6694,36.4182,36.6716,2900
ACG,20230629,37.0042,38.0926,36.6694,36.6716,13600
ACG,20230628,38.7624,38.7624,36.5438,37.0065,22200
ACG,20230627,34.7438,36.5438,34.2415,36.546,45200
ACG,20230626,32.8601,35.1624,32.8601,34.1599,58000
ACG,20230623,32.7345,33.3206,32.7345,33.1552,10200
ACG,20230622,33.0694,33.4043,32.902,33.0714,34000
ACG,20230621,33.0694,33.0694,32.8601,33.0714,9100
ACG,20230620,33.0694,33.0694,32.902,33.0714,5000
ACG,20230619,32.9857,33.4043,32.902,33.0296,5800
ACG,20230616,33.8229,34.4089,33.6554,33.6575,16500
ACG,20230615,33.8647,33.9485,33.4043,33.4901,16800
ACG,20230614,33.195,33.6554,33.0694,33.4063,20400
ACG,20230613,33.3206,33.3206,33.1531,33.197,3600
ACG,20230612,33.0694,33.3206,32.9857,33.3226,8900
ACG,20230609,33.0694,33.4461,32.8601,33.4482,7000
ACG,20230608,33.488,33.488,33.0694,33.4482,13900
ACG,20230607,33.4043,34.2415,33.4043,33.7831,9400
ACG,20230606,33.0694,33.4043,33.0694,33.4063,6300
ACG,20230605,32.6927,33.4043,32.6927,33.4063,13400
ACG,20230602,33.0694,33.0694,32.4834,32.6528,11800
ACG,20230601,32.9857,33.1531,32.6508,32.6528,11300
ACG,20230531,32.6508,32.9438,32.3578,32.9458,14200
ACG,20230530,32.6508,32.6508,32.3159,32.3179,9100
ACG,20230529,32.6508,32.6508,32.2322,32.6528,6800
ACG,20230526,32.6508,32.6508,32.6089,32.6528,2600
ACG,20230525,32.6508,32.8182,32.3159,32.4016,9300
ACG,20230524,32.8182,32.8182,32.6508,32.6528,4700
ACG,20230523,32.7345,32.8601,32.6508,32.8203,8000
ACG,20230522,33.1531,33.1531,32.7345,32.7365,4000
ACG,20230519,33.0694,33.0694,32.6927,32.7365,17100
ACG,20230518,32.902,33.4043,32.6508,33.2807,4300
ACG,20230517,32.8182,33.0694,32.8182,32.8203,2600
ACG,20230516,32.8182,32.8182,32.8182,32.8203,3100
ACG,20230515,33.0694,33.1531,33.0694,33.0714,4900
ACG,20230512,32.902,33.0694,32.6508,33.0714,8100
ACG,20230511,32.6508,33.1531,32.6508,33.1552,5600
ACG,20230510,32.6508,32.6508,32.4834,32.6528,1600
ACG,20230509,32.8601,32.8601,32.6508,32.6528,5300
ACG,20230508,33.2368,33.3624,33.195,33.3645,3600
ACG,20230505,32.6508,33.3624,32.2741,33.3645,2300
ACG,20230504,33.6554,33.6554,32.6089,33.4901,12200
ACG,20230428,33.488,33.488,32.902,33.4901,2000
ACG,20230427,33.488,33.488,33.1531,33.4901,5500
ACG,20230426,33.9066,34.074,32.6508,33.4901,6500
ACG,20230425,34.3252,34.3252,33.2368,33.3226,20600
ACG,20230424,33.488,33.7392,33.488,33.7412,400
ACG,20230421,33.3206,33.5717,33.3206,33.4901,2100
ACG,20230420,33.5717,34.0322,33.3624,34.0343,8300
ACG,20230419,34.1996,34.1996,33.9066,34.0761,900
ACG,20230418,33.195,34.2415,33.195,34.2017,3300
ACG,20230417,33.5717,34.4089,32.2741,34.1599,14400
ACG,20230414,34.7438,34.7438,33.7392,34.6622,3100
ACG,20230413,34.7857,34.8275,33.488,34.7459,2400
ACG,20230412,34.9531,34.9531,34.3252,34.7878,4900
ACG,20230411,34.7438,35.0787,34.7438,34.7878,3600
ACG,20230410,34.2833,34.9112,34.2833,34.7878,19600
ACG,20230407,34.1996,34.2415,33.7392,34.2436,10200
ACG,20230406,34.2415,34.3252,34.1996,34.2017,15200
ACG,20230405,33.9485,34.1578,33.9485,34.1599,4500
ACG,20230404,33.9903,34.1578,33.9485,34.1599,5500
ACG,20230403,34.3252,34.3252,33.9066,33.9924,3400
ACG,20230331,34.2415,34.2415,33.6554,33.6575,17500
ACG,20230330,34.0322,34.4508,33.3206,33.4901,20200
ACG,20230329,34.2415,34.3252,33.488,33.4901,38000
ACG,20230328,33.9485,34.1578,33.9485,34.1599,3800
ACG,20230327,33.9903,33.9903,33.9066,33.9087,1400
ACG,20230324,34.4089,34.9112,33.9903,33.9924,24200
ACG,20230323,32.2322,34.7438,32.2322,34.411,32200
ACG,20230322,33.6554,35.0787,33.5717,34.411,35900
ACG,20230321,33.488,34.9531,33.488,34.5366,12500
ACG,20230320,33.6554,33.8229,32.6508,33.4901,11900
ACG,20230317,33.9485,34.3252,33.6973,33.6994,18500
ACG,20230316,34.4926,34.4926,33.9066,33.9087,6600
ACG,20230315,33.9066,34.4926,33.9066,34.4948,6500
ACG,20230314,33.488,34.4926,33.488,33.9087,3100
