<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAA,20240108,9.2083,9.3427,9.1603,9.3149,4264900
AAA,20240105,9.2189,9.2861,9.1036,9.1517,2233000
AAA,20240104,9.2669,9.3437,9.2093,9.2189,2347000
AAA,20240103,9.0556,9.3629,9.0172,9.2381,2536300
AAA,20240102,9.1123,9.1603,9.0163,9.0556,1693400
AAA,20231229,9.0643,9.1699,9.0547,9.0748,1660900
AAA,20231228,9.0451,9.1603,9.0259,9.046,1452800
AAA,20231227,8.9683,9.1123,8.9683,9.0268,1999000
AAA,20231226,8.9788,9.0172,8.9308,8.9404,1322600
AAA,20231225,8.8828,8.9788,8.8828,8.9596,1554200
AAA,20231222,8.8828,8.9788,8.8636,8.8732,1226100
AAA,20231221,8.8252,8.8828,8.7771,8.8732,556100
AAA,20231220,8.8348,8.902,8.7771,8.8828,1029500
AAA,20231219,8.6994,8.7954,8.6898,8.7771,1578200
AAA,20231218,8.8819,9.0163,8.6514,8.6523,2270100
AAA,20231215,8.9587,9.1027,8.8819,8.9692,1627600
AAA,20231214,9.1997,9.1997,8.9212,8.95,2903100
AAA,20231213,9.3139,9.3427,9.0259,9.094,2381000
AAA,20231212,9.4013,9.4013,9.2381,9.2669,1315700
AAA,20231211,9.2371,9.3812,9.2371,9.2861,1423600
AAA,20231208,9.3245,9.4109,9.1229,9.1997,2541300
AAA,20231207,9.4868,9.4868,9.1507,9.3149,4177800
AAA,20231206,8.9875,9.506,8.9875,9.4109,5637900
AAA,20231205,8.9971,8.9971,8.8915,8.9692,2545400
AAA,20231204,8.806,9.0076,8.7867,8.8732,3368400
AAA,20231201,8.7858,8.7858,8.6706,8.7099,1388700
AAA,20231130,8.7474,8.8722,8.709,8.7099,1947600
AAA,20231129,8.6994,8.7762,8.6898,8.7291,1302800
AAA,20231128,8.6706,8.7282,8.4978,8.6811,1887000
AAA,20231127,8.8819,8.8819,8.661,8.6715,1208000
AAA,20231124,8.7474,8.757,8.3537,8.7099,5016800
AAA,20231123,9.0739,9.0931,8.6898,8.6907,2701100
AAA,20231122,8.9299,9.0931,8.9299,9.0268,2172000
AAA,20231121,9.0748,9.0748,8.9116,8.9308,1794200
AAA,20231120,8.7858,8.9971,8.7474,8.9788,2236800
AAA,20231117,8.9404,9.1709,8.8924,8.9404,5366900
AAA,20231116,8.9308,8.9596,8.8924,8.9212,1462100
AAA,20231115,8.9596,9.0556,8.8924,8.9308,3567100
AAA,20231114,8.8348,8.8828,8.7387,8.8156,2024100
AAA,20231113,8.8434,8.8722,8.6706,8.7579,1848100
AAA,20231110,8.757,8.9011,8.709,8.7387,2979600
AAA,20231109,8.9308,9.0268,8.8348,8.8444,3983000
AAA,20231108,8.3738,8.9308,8.3546,8.9212,4512400
AAA,20231107,8.5266,8.5842,8.3537,8.3738,1921700
AAA,20231106,8.4122,8.6043,8.345,8.5467,2780900
AAA,20231103,8.2865,8.5074,8.2673,8.3546,3372700
AAA,20231102,7.8841,8.2874,7.8457,8.2586,3156400
AAA,20231101,7.7296,7.8256,7.6528,7.7784,1866600
AAA,20231031,7.9705,8.0089,7.6824,7.6824,2630700
AAA,20231030,7.9225,8.0185,7.8553,7.9129,1293500
AAA,20231027,7.9697,8.0945,7.5856,8.0185,3146600
AAA,20231026,8.2097,8.2577,7.816,7.8168,4795100
AAA,20231025,8.4018,8.5554,8.3537,8.4026,1886900
AAA,20231024,8.2577,8.3537,8.2001,8.345,1267000
AAA,20231023,8.3834,8.4122,8.2106,8.2682,1018300
AAA,20231020,8.1137,8.4018,8.0465,8.393,1785600
AAA,20231019,8.2577,8.2577,8.0753,8.1049,1979300
AAA,20231018,8.6514,8.7378,8.0369,8.1145,3412000
AAA,20231017,8.7867,8.902,8.6427,8.6427,1819200
AAA,20231016,8.8434,8.9299,8.757,8.7579,2067500
AAA,20231013,8.8636,8.9404,8.8156,8.902,2131000
AAA,20231012,9.1507,9.1987,8.9683,8.9788,2579200
AAA,20231011,8.9299,9.1027,8.8722,9.0748,2737800
AAA,20231010,8.9308,8.9884,8.8636,8.8828,2241700
AAA,20231009,8.7675,8.9116,8.7387,8.854,1812500
AAA,20231006,8.7762,8.8242,8.6226,8.7387,1714000
AAA,20231005,8.853,8.8819,8.709,8.7195,1656300
AAA,20231004,8.5458,8.8819,8.5074,8.7387,2021000
AAA,20231003,9.0268,9.0268,8.5947,8.6427,3541600
AAA,20231002,9.0259,9.1603,8.9587,9.1132,2126400
AAA,20230929,8.9395,9.0739,8.9203,8.9692,1962700
AAA,20230928,8.9212,8.9404,8.7771,8.9212,2214800
AAA,20230927,8.7291,8.854,8.5275,8.8348,4611400
AAA,20230926,9.2275,9.4004,8.6514,8.7387,5349900
AAA,20230925,9.8911,10.0351,9.1997,9.1997,6126200
AAA,20230922,10.0832,10.2752,9.7951,9.8911,5785700
AAA,20230921,9.9871,10.3232,9.9391,10.0832,7094200
AAA,20230920,9.746,9.9861,9.746,9.9391,3037900
AAA,20230919,9.9861,10.0341,9.698,9.747,3785900
AAA,20230918,9.8901,10.0341,9.8421,9.9391,2557500
AAA,20230915,9.9871,9.9871,9.7951,9.8911,3703300
AAA,20230914,10.1792,10.1792,9.8431,9.8431,6330200
AAA,20230913,10.3232,10.4193,10.1312,10.1312,6401300
AAA,20230912,10.1781,10.3702,10.0821,10.2752,4625100
AAA,20230911,10.6113,10.6593,10.1792,10.1792,8364200
AAA,20230908,10.6113,10.6593,10.5153,10.5153,7122800
AAA,20230907,10.7542,10.8503,10.5622,10.6113,7741800
AAA,20230906,10.5622,10.8023,10.3702,10.6593,12192100
AAA,20230905,10.4673,10.6113,10.3712,10.5153,8246400
AAA,20230831,10.2741,10.4662,10.2261,10.3712,9394000
AAA,20230830,10.4662,10.5622,10.2261,10.2752,5731300
AAA,20230829,10.2752,10.6113,10.1792,10.4193,9125400
AAA,20230828,10.1792,10.2752,9.9871,10.1792,7647600
AAA,20230825,10.1312,10.2272,9.9871,10.1312,6367700
AAA,20230824,10.1792,10.2272,9.9391,10.1792,6147600
AAA,20230823,10.3232,10.4673,9.9871,10.1312,5636000
AAA,20230822,10.0341,10.5142,9.746,10.2752,11098000
AAA,20230821,10.4182,10.5142,9.794,9.9391,20917700
AAA,20230818,11.2355,11.3315,10.5153,10.5153,16346400
AAA,20230817,11.3304,11.4264,11.1383,11.2835,8591200
AAA,20230816,11.5224,11.5224,11.2343,11.3315,8233100
AAA,20230815,11.3796,11.6676,11.3315,11.5236,14055900
AAA,20230814,11.3304,11.4264,11.2343,11.3315,6992500
AAA,20230811,11.4264,11.5224,11.0423,11.2835,8439100
AAA,20230810,11.7637,11.8117,11.2835,11.4276,8310500
AAA,20230809,11.5704,11.9545,11.4744,11.6676,11670400
AAA,20230808,11.4744,11.6664,11.4264,11.6196,10577600
AAA,20230807,11.6196,11.6676,11.3315,11.4756,9131200
AAA,20230804,11.3796,11.6676,11.2355,11.5236,11771500
AAA,20230803,11.3784,11.4744,11.2343,11.2835,7078100
AAA,20230802,11.2355,11.4276,11.0915,11.3796,9587700
AAA,20230801,11.6676,11.7157,11.1875,11.1875,9786400
AAA,20230731,11.9065,11.9065,11.4264,11.6676,9438500
AAA,20230728,11.6184,11.8585,11.4264,11.8597,10262700
AAA,20230727,11.8105,11.8585,11.3784,11.6196,12921700
AAA,20230726,12.0038,12.1478,11.5716,11.7637,11502200
AAA,20230725,11.4264,12.0505,11.2824,11.9557,26643600
AAA,20230724,11.1863,11.3304,10.9943,11.3315,10037100
AAA,20230721,11.0435,11.1875,10.9474,11.0435,5639700
AAA,20230720,10.8983,11.0423,10.8503,10.9954,7043800
AAA,20230719,11.2824,11.3304,10.9463,10.9474,8663800
AAA,20230718,11.3784,11.4264,11.0903,11.2355,5133100
AAA,20230717,11.1875,11.5236,11.0915,11.3796,12311200
AAA,20230714,11.3796,11.4276,10.9954,11.1395,8569600
AAA,20230713,10.8983,11.3304,10.7542,11.2835,14978600
AAA,20230712,10.8514,11.0435,10.7073,10.8034,8041000
AAA,20230711,11.0903,11.2824,10.7542,10.8994,11635900
AAA,20230710,10.9954,11.2355,10.8994,11.0435,11250200
AAA,20230707,10.9943,11.0423,10.8023,10.8994,7130700
AAA,20230706,10.8023,11.0423,10.7062,10.9474,13626600
AAA,20230705,10.4673,10.8514,10.4193,10.7554,12594800
AAA,20230704,10.4673,10.4673,10.2752,10.4193,3455800
AAA,20230703,10.5153,10.5633,10.3232,10.4193,2136200
AAA,20230630,10.2741,10.4662,10.2261,10.3712,4180800
AAA,20230629,10.6102,10.6102,10.2741,10.2752,4313600
AAA,20230628,10.5633,10.6113,10.3712,10.5633,4930100
AAA,20230627,10.5153,10.6593,10.3232,10.5633,4897100
AAA,20230626,10.6593,10.8034,10.4193,10.5633,4489200
AAA,20230623,10.8023,10.8503,10.5142,10.7073,4099200
AAA,20230622,10.5153,10.8034,10.4193,10.8034,7798900
AAA,20230621,10.5153,10.5633,10.3232,10.5153,5968200
AAA,20230620,10.4193,10.5153,10.2272,10.5153,4853400
AAA,20230619,10.3232,10.4673,10.1792,10.4193,4762700
AAA,20230616,10.8023,10.8503,10.2741,10.3232,8235300
AAA,20230615,10.7554,10.8994,10.5633,10.7554,4417600
AAA,20230614,11.0915,11.1875,10.7554,10.7554,5498900
AAA,20230613,11.0915,11.1395,10.9474,11.0435,3989500
AAA,20230612,10.9954,11.1395,10.8994,11.0915,5029600
AAA,20230609,11.0423,11.1383,10.7062,10.9954,5323100
AAA,20230608,11.2343,11.3304,10.9943,10.9954,7264800
AAA,20230607,11.1863,11.3304,10.9463,11.2355,7129000
AAA,20230606,10.9954,11.1395,10.8994,11.0915,6292700
AAA,20230605,11.3784,11.4264,10.9943,10.9954,4830100
AAA,20230602,11.1383,11.4264,10.9463,11.2355,7994100
AAA,20230601,10.9954,11.1395,10.8034,11.0915,6609100
AAA,20230531,10.6102,11.0903,10.4662,10.9474,10211000
AAA,20230530,10.6593,10.8514,10.5153,10.5633,5553000
AAA,20230529,10.5622,10.7062,10.4182,10.6113,6219300
AAA,20230526,10.5633,10.7073,10.3712,10.4673,3994600
AAA,20230525,10.3232,10.6593,10.2752,10.5153,8435900
AAA,20230524,10.5622,10.5622,10.2741,10.3232,4836800
AAA,20230523,10.3702,10.5622,10.2741,10.3712,4420800
AAA,20230522,10.5153,10.7073,10.1792,10.4193,4595900
AAA,20230519,10.8034,10.8514,10.3712,10.5633,5036100
AAA,20230518,10.6593,10.8034,10.4673,10.7554,6231900
AAA,20230517,10.4182,10.6582,10.2261,10.6113,7432600
AAA,20230516,10.5153,10.7554,10.3232,10.4193,3233500
AAA,20230515,10.4673,10.8034,10.3232,10.5633,8642200
AAA,20230512,10.5622,10.7062,10.2741,10.3232,4723100
AAA,20230511,10.5153,10.7554,10.2752,10.5633,5424300
AAA,20230510,10.5633,10.8034,10.2752,10.4673,6857400
AAA,20230509,10.0351,10.4673,9.7951,10.4673,6269900
AAA,20230508,10.2741,10.5622,9.9381,9.9391,6264500
AAA,20230505,10.3702,10.6582,10.0821,10.3232,5047800
AAA,20230504,9.9861,10.5142,9.8901,10.3232,7136300
AAA,20230428,10.3232,10.5633,9.7951,10.0832,7844900
AAA,20230427,9.8911,10.3232,9.8911,10.2272,7479100
AAA,20230426,9.0451,9.746,9.0259,9.747,12638900
AAA,20230425,9.1891,9.2851,8.9971,9.1132,1835500
AAA,20230424,9.2093,9.3149,9.094,9.1997,1755900
AAA,20230421,9.0748,9.2285,8.9116,9.1805,2814500
AAA,20230420,9.0067,9.1315,9.0067,9.0748,1802200
AAA,20230419,9.0451,9.0835,8.9875,8.998,1988500
AAA,20230418,8.9107,9.0451,8.9107,9.046,1910000
AAA,20230417,8.8444,8.9212,8.7963,8.9116,1048300
AAA,20230414,8.854,8.95,8.806,8.8348,1837200
AAA,20230413,8.9884,8.998,8.806,8.8348,2149600
AAA,20230412,9.1123,9.1123,8.9779,8.998,1569200
AAA,20230411,8.9788,9.1325,8.9212,9.1229,1264600
AAA,20230410,9.2179,9.41,8.8626,9.0748,3198200
AAA,20230407,9.2083,9.2371,9.0259,9.0748,1926000
AAA,20230406,8.998,9.5838,8.998,9.1997,7392500
AAA,20230405,9.0739,9.1699,8.9299,8.9788,2228500
AAA,20230404,9.0259,9.0835,8.9395,9.0268,2497600
AAA,20230403,8.9299,9.0739,8.9299,8.998,2728100
AAA,20230331,8.9404,9.0844,8.7579,8.9212,1789700
AAA,20230330,8.7483,9.0268,8.6907,8.9212,5655200
AAA,20230329,8.7186,8.8146,8.6226,8.6811,1124200
AAA,20230328,8.8242,8.8338,8.6322,8.6811,1718000
AAA,20230327,8.6322,8.709,8.5938,8.6907,1554200
AAA,20230324,8.5179,8.6619,8.5179,8.6427,2129200
AAA,20230323,8.3834,8.6427,8.345,8.5755,1786900
AAA,20230322,8.6043,8.6139,8.4506,8.4987,868800
AAA,20230321,8.5362,8.5362,8.3249,8.4698,2483800
AAA,20230320,8.6514,8.7282,8.4402,8.4506,2041600
AAA,20230317,8.7954,8.8146,8.6322,8.7003,1885000
AAA,20230316,8.7483,8.7867,8.6043,8.6427,2844000
AAA,20230315,8.6427,8.9212,8.6043,8.8828,5475400
AAA,20230314,8.8348,8.8348,8.3546,8.4987,3470400
AAA,20230313,8.6715,8.8156,8.6619,8.8156,1713300
AAA,20230310,8.6427,8.9308,8.6235,8.8156,4822700
AAA,20230309,8.6043,8.6427,8.5371,8.6427,1567100
AAA,20230308,8.4506,8.5755,8.4026,8.5467,1515200
AAA,20230307,8.565,8.565,8.4114,8.4506,2303300
AAA,20230306,8.4498,8.6898,8.3249,8.4506,2290600
AAA,20230303,8.709,8.757,8.2865,8.3546,3054600
AAA,20230302,8.7858,8.8338,8.6514,8.6907,1817000
AAA,20230301,8.3537,8.7378,8.3345,8.7387,4574200
AAA,20230228,8.4786,8.5266,8.3153,8.345,1624500
AAA,20230227,8.3537,8.7282,8.3057,8.3546,3480300
AAA,20230224,8.4786,8.757,8.3633,8.3642,2727400
AAA,20230223,8.2577,8.4786,8.1617,8.4794,3058000
AAA,20230222,8.3546,8.5371,8.249,8.2586,4622200
AAA,20230221,8.5659,8.8156,8.4506,8.4987,4729500
AAA,20230220,7.9033,8.5275,7.9033,8.5275,9739500
AAA,20230217,7.9609,8.0665,7.9321,7.9705,2154500
AAA,20230216,7.8745,8.0665,7.8745,7.9609,1746000
AAA,20230215,7.6824,7.9705,7.6824,7.8649,2583400
AAA,20230214,7.4903,7.9513,7.4903,7.6632,1930800
AAA,20230213,8.0081,8.0369,7.4896,7.4903,6505500
AAA,20230210,8.3345,8.4114,8.0465,8.0473,4135200
AAA,20230209,7.9321,8.345,7.8841,8.2778,5619400
AAA,20230208,7.8649,7.9801,7.7784,7.9129,3350100
AAA,20230207,7.9225,8.0665,7.7784,7.8745,3592200
AAA,20230206,7.7976,7.9225,7.7688,7.9225,3168700
AAA,20230203,8.0753,8.1617,7.7392,7.7784,4343500
AAA,20230202,7.9705,8.1626,7.8937,7.9705,5728400
AAA,20230201,7.9321,8.441,7.8649,7.9225,10734700
AAA,20230131,7.788,7.9705,7.7784,7.8937,6817800
AAA,20230130,7.4903,7.9993,7.4903,7.9993,8001400
AAA,20230127,7.4416,7.528,7.3743,7.4807,3118200
AAA,20230119,7.2791,7.3271,7.1734,7.2887,2352400
AAA,20230118,7.1158,7.2983,7.1062,7.2791,2252200
AAA,20230117,6.9518,7.1055,6.8846,7.1062,2365400
AAA,20230116,6.8654,6.9038,6.8174,6.8757,1240600
AAA,20230113,6.9615,6.9903,6.8366,6.8373,1754700
AAA,20230112,6.9046,6.9622,6.8661,6.9046,850100
AAA,20230111,6.8661,6.9622,6.8181,6.9046,1038300
AAA,20230110,6.7214,6.8846,6.6926,6.7893,1397400
AAA,20230109,6.9134,6.9615,6.7598,6.7893,1121000
AAA,20230106,6.8846,6.9903,6.8174,6.8565,1431100
AAA,20230105,6.8661,6.9046,6.8085,6.8854,980300
AAA,20230104,6.8654,6.9999,6.827,6.8277,1301900
AAA,20230103,6.539,6.8654,6.539,6.8661,1543300
AAA,20221230,6.6158,6.6254,6.5102,6.5588,1032000
AAA,20221229,6.6261,6.7221,6.53,6.5877,1265200
AAA,20221228,6.6549,6.6933,6.5588,6.6453,1152100
AAA,20221227,6.434,6.6165,6.4244,6.6069,1606700
AAA,20221226,6.9134,6.9134,6.4141,6.4148,1757100
AAA,20221223,6.9038,6.9615,6.8366,6.8661,1143000
AAA,20221222,6.8757,7.0006,6.7317,6.9142,1149600
AAA,20221221,6.9422,7.0191,6.5774,6.8373,2568500
AAA,20221220,7.3943,7.3943,6.8469,6.895,4726700
AAA,20221219,7.5095,7.7112,7.2983,7.3463,3566600
AAA,20221216,7.3839,7.6624,7.2975,7.4999,3532500
AAA,20221215,7.2975,7.4416,7.2591,7.4231,3461100
AAA,20221214,7.3271,7.3943,7.2215,7.2695,2083900
AAA,20221213,7.3751,7.3751,7.0774,7.2023,2128300
AAA,20221212,7.2887,7.4999,7.1542,7.2887,3874300
AAA,20221209,7.0767,7.2207,6.9999,7.1158,1564200
AAA,20221208,7.0959,7.2495,7.0191,7.0678,2126500
AAA,20221207,7.2023,7.2983,6.9238,6.9238,2592100
AAA,20221206,7.6632,7.6632,7.2983,7.2983,3774200
AAA,20221205,7.7784,7.8649,7.5768,7.6728,4410300
AAA,20221202,7.2983,7.5672,7.0294,7.5672,3906400
AAA,20221201,7.2983,7.6824,7.2887,7.2983,5716500
AAA,20221130,7.0966,7.3175,6.8854,7.2503,4198100
AAA,20221129,7.2015,7.2975,6.875,7.1062,4923800
AAA,20221128,6.9038,7.1055,6.8654,7.1062,4557600
AAA,20221125,6.5781,6.7221,6.482,6.7221,1919000
AAA,20221124,6.3949,6.5006,6.2509,6.4148,1888900
AAA,20221123,6.7029,6.7413,6.3476,6.386,2582700
AAA,20221122,6.7605,7.0006,6.5492,6.6837,4797500
AAA,20221121,6.386,6.7605,6.3476,6.7221,4592100
AAA,20221118,6.242,6.4244,5.7714,6.338,4848900
AAA,20221117,6.1261,6.2413,5.9532,6.1459,2982000
AAA,20221116,5.0891,5.838,5.0891,5.8386,6022900
AAA,20221115,5.5212,5.8092,5.4635,5.4641,3087900
AAA,20221114,6.0877,6.1933,5.8092,5.8674,3983600
AAA,20221111,6.4532,6.6261,6.242,6.242,2960700
AAA,20221110,6.7701,6.7701,6.3476,6.3476,4191300
AAA,20221109,6.827,6.9326,6.7214,6.8181,1326700
AAA,20221108,6.5781,6.9046,6.53,6.7221,2337700
AAA,20221107,7.039,7.2983,6.5877,6.5973,2609500
AAA,20221104,7.48,7.48,7.0095,7.0486,2962200
AAA,20221103,7.4512,7.6144,7.4416,7.4999,1349100
AAA,20221102,7.4711,7.7592,7.4519,7.5768,2391700
AAA,20221101,7.4896,7.672,7.3839,7.4519,1924900
AAA,20221031,7.4704,7.672,7.1823,7.3943,1578400
AAA,20221028,7.6336,7.7776,7.3455,7.4615,3055000
AAA,20221027,7.1535,7.5472,7.0863,7.4903,2828400
AAA,20221026,7.2015,7.3839,6.9038,7.0774,1422900
AAA,20221025,6.779,7.2399,6.5294,7.0582,3955500
AAA,20221024,7.3071,7.4896,6.7694,6.7701,2917600
AAA,20221021,7.8264,7.8264,7.2791,7.2791,4380600
AAA,20221020,7.9697,7.9697,7.7392,7.8264,1655300
AAA,20221019,8.0089,8.0761,7.8841,7.9705,1390900
AAA,20221018,7.9897,8.1529,7.9417,7.9993,1871100
AAA,20221017,7.8736,7.9889,7.6912,7.836,2168300
AAA,20221014,7.8745,8.0185,7.8649,7.9513,2650400
AAA,20221013,7.7392,7.7776,7.6432,7.7304,1713800
AAA,20221012,7.2975,7.768,7.2975,7.7304,3728200
AAA,20221011,7.9505,7.9697,7.3935,7.3943,2704400
AAA,20221010,7.6824,8.0569,7.6536,7.9417,2412600
AAA,20221007,8.4026,8.4026,7.8649,7.8745,3530100
AAA,20221006,8.9107,8.9491,8.4498,8.4506,2083800
AAA,20221005,8.8828,8.9116,8.7483,8.8732,1598100
AAA,20221004,8.8924,9.1229,8.6427,8.6427,2802800
AAA,20221003,9.4974,9.507,8.8348,8.8348,2490900
AAA,20220930,9.603,9.603,9.1709,9.4974,3574300
AAA,20220929,9.9861,10.0821,9.65,9.651,1709300
AAA,20220928,9.8911,9.9871,9.747,9.8911,1702800
AAA,20220927,9.9871,10.1312,9.8911,9.8911,1682900
AAA,20220926,10.1301,10.2261,9.794,9.9391,3576700
AAA,20220923,10.5142,10.5142,10.2741,10.2752,1284600
AAA,20220922,10.1312,10.5153,10.1312,10.4673,1859900
AAA,20220921,10.2741,10.3222,10.0821,10.2752,1936600
AAA,20220920,10.3222,10.3702,10.0821,10.3712,2160500
AAA,20220919,10.5633,10.6113,10.1792,10.1792,3307100
AAA,20220916,10.8034,10.8514,10.5633,10.5633,1858400
AAA,20220915,10.9474,10.9954,10.8034,10.8034,1427900
AAA,20220914,10.6113,10.8034,10.4673,10.8034,3682100
AAA,20220913,10.7554,10.8514,10.6113,10.7554,2183100
AAA,20220912,10.9474,10.9954,10.7554,10.7554,1562300
AAA,20220909,10.9474,11.0435,10.6113,10.8514,3006200
AAA,20220908,11.0903,11.1863,10.8503,10.8994,3082500
AAA,20220907,11.4264,11.4744,10.9463,10.9474,3922200
AAA,20220906,11.4276,11.6196,11.4276,11.4276,2587900
AAA,20220905,11.4756,11.5236,11.3796,11.3796,1393300
AAA,20220831,11.3796,11.5236,11.3796,11.4756,1851900
AAA,20220830,11.6196,11.6676,11.3796,11.4276,2783100
AAA,20220829,11.4756,11.5716,11.2835,11.4276,5422000
AAA,20220826,11.8597,12.0038,11.6676,11.7157,3958900
AAA,20220825,11.9065,11.9545,11.7625,11.8597,3506100
AAA,20220824,11.9545,12.0025,11.8105,11.8597,2254600
AAA,20220823,11.5224,11.9065,11.5224,11.9077,3118100
AAA,20220822,11.6184,11.7144,11.5224,11.6196,3392500
AAA,20220819,11.8105,11.9065,11.5704,11.6196,4785200
AAA,20220818,12.0038,12.0518,11.8117,11.8117,4118600
AAA,20220817,12.1478,12.2438,11.9077,12.0038,4704300
AAA,20220816,12.0038,12.2918,12.0038,12.1478,4751100
AAA,20220815,12.1958,12.2438,12.0518,12.0518,5069400
AAA,20220812,11.9557,12.1958,11.9557,12.1478,3311000
AAA,20220811,12.5799,12.676,11.9077,12.0038,8565300
AAA,20220810,12.1958,12.772,12.1478,12.4839,9028700
AAA,20220809,12.3866,12.4346,12.1945,12.2438,5145500
AAA,20220808,12.0985,12.4346,12.0505,12.2918,5798300
AAA,20220805,12.0038,12.2918,11.9557,12.0518,4688100
AAA,20220804,12.2918,12.5319,12.0518,12.0518,5976400
AAA,20220803,12.0505,12.2426,12.0025,12.2438,4854500
AAA,20220802,12.0038,12.4359,11.9557,12.1478,8762000
AAA,20220801,11.8105,12.0985,11.6664,11.9557,5988200
AAA,20220729,11.9077,12.0038,11.6676,11.7637,5021900
AAA,20220728,12.0518,12.1478,11.7637,11.7637,5069600
AAA,20220727,11.5224,11.9065,11.3784,11.9077,4733600
AAA,20220726,11.7625,12.0505,11.6184,11.6196,3097300
AAA,20220725,12.0518,12.1958,11.7157,11.7157,3375500
AAA,20220722,11.6676,12.3399,11.5236,12.0038,11841900
AAA,20220721,11.4744,11.6664,11.4264,11.5716,4076300
AAA,20220720,11.4756,11.6196,11.4276,11.4276,4128600
AAA,20220719,11.4744,11.6664,11.2824,11.2835,3961400
AAA,20220718,11.7157,11.8117,11.3315,11.5236,3795900
AAA,20220715,11.6676,11.9077,11.4756,11.4756,4135500
AAA,20220714,11.5224,11.9065,11.3784,11.6676,4256100
AAA,20220713,11.3304,11.8105,11.2343,11.6196,7086300
AAA,20220712,10.8983,11.2824,10.8983,11.2835,4308000
AAA,20220711,10.8503,11.2824,10.7062,10.8994,3089100
AAA,20220708,10.8514,10.9954,10.7073,10.8514,1968500
AAA,20220707,10.5622,10.7062,10.4182,10.6593,1895200
AAA,20220706,10.6113,10.8514,10.5153,10.5153,2740800
AAA,20220705,11.0435,11.2355,10.7073,10.8034,2245600
AAA,20220704,11.0903,11.4264,10.8983,10.9954,2090500
AAA,20220701,10.7542,11.1383,10.3702,10.9954,2621000
AAA,20220630,11.4276,11.4276,10.8514,10.8514,3077000
AAA,20220629,11.4276,11.5236,11.2835,11.3796,2665600
AAA,20220628,11.4276,11.7157,11.3796,11.5236,3355800
AAA,20220627,11.3796,11.6196,11.2835,11.4276,2674300
AAA,20220624,11.4264,11.7144,11.1383,11.3315,3613000
AAA,20220623,10.9463,11.2824,10.8983,11.2355,2172400
AAA,20220622,10.8503,11.1383,10.5142,10.8994,3845900
AAA,20220621,9.7951,10.5633,9.7951,10.5633,4008000
AAA,20220620,10.5633,10.7554,9.8911,9.8911,4103900
AAA,20220617,11.0435,11.0435,10.5633,10.5633,5945700
AAA,20220616,11.7144,11.7144,11.3304,11.3315,2700800
AAA,20220615,11.7157,11.7157,10.8994,11.3796,4750800
AAA,20220614,11.3796,11.8117,11.1875,11.7157,4470200
AAA,20220613,11.8597,12.0998,11.5236,11.5236,4660400
AAA,20220610,12.5786,13.2028,12.2906,12.2918,6651400
AAA,20220609,12.0038,12.772,11.9077,12.772,8268300
AAA,20220608,11.6664,12.0985,11.6184,11.9557,4068800
AAA,20220607,11.6184,11.7144,11.1383,11.5716,4347900
AAA,20220606,11.9557,12.0518,11.7157,11.7637,2444100
AAA,20220603,12.0025,12.1945,11.6184,11.9557,3603100
AAA,20220602,12.0505,12.2906,11.8585,11.9557,2983500
AAA,20220601,12.1478,12.1958,11.9077,12.0038,2610500
AAA,20220531,12.1958,12.2438,11.9077,12.0998,3555500
AAA,20220530,12.1945,12.3386,12.0985,12.2438,3600300
AAA,20220527,12.1958,12.3399,12.0998,12.1478,3347600
AAA,20220526,12.2426,12.5786,12.0985,12.2438,5287400
AAA,20220525,11.6196,12.2918,11.3796,12.0998,5726300
AAA,20220524,11.4276,11.5236,10.8994,11.5236,4355900
AAA,20220523,11.8117,11.8117,11.2355,11.4276,3208500
AAA,20220520,11.5224,11.7144,11.3304,11.6196,4043500
AAA,20220519,10.9463,11.6184,10.9463,11.3315,4539400
AAA,20220518,11.4264,11.6664,11.2343,11.3315,4201000
AAA,20220517,10.5633,11.0915,10.4193,11.0915,4081900
AAA,20220516,10.7062,10.8983,10.3702,10.3712,3760000
AAA,20220513,11.0903,11.2824,10.3222,10.3232,7024900
AAA,20220512,11.7637,11.8597,11.0915,11.0915,3658800
AAA,20220511,11.7144,12.0025,11.7144,11.9077,2619900
AAA,20220510,10.9954,11.7157,10.8514,11.7157,4334400
AAA,20220509,12.0998,12.2918,11.5236,11.5236,5787100
AAA,20220506,12.5799,12.82,12.3399,12.3399,3714600
AAA,20220505,13.4428,13.4428,12.8187,12.868,3222400
AAA,20220504,13.5388,13.5868,13.1547,13.2521,2457800
AAA,20220429,12.9627,13.4908,12.8187,13.4922,4682400
AAA,20220428,13.1081,13.3482,12.9641,13.0121,2725800
AAA,20220427,12.4839,13.1081,12.3399,12.9641,3281500
AAA,20220426,11.8597,12.772,11.7157,12.772,4855700
AAA,20220425,13.3962,13.5882,12.3399,12.3399,5592900
AAA,20220422,13.3468,13.8749,12.8667,13.2521,4316600
AAA,20220421,13.2508,13.8749,12.7707,13.1561,6516700
AAA,20220420,14.2124,14.4045,13.5402,13.7323,4639800
AAA,20220419,15.5072,15.5072,14.163,14.1644,5076500
AAA,20220418,16.133,16.133,15.1247,15.2208,7605800
AAA,20220415,16.5172,16.6132,16.085,16.2291,2998800
AAA,20220414,16.8053,16.9013,16.4211,16.5172,2398600
AAA,20220413,16.037,16.6132,16.037,16.6132,3694500
AAA,20220412,16.8533,17.0933,15.989,15.989,5456300
